ILP_SSP-20x17-A6_T2-86.map,3.0863332919980166,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-98.map,5.237103454004682,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-29.map,1.0983768320002127,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-01.map,4.5972837349982,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-48.map,3.160429875002592,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-90.map,3.8304713559991797,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-63.map,2.8000030719995266,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-96.map,5.136504867004987,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-39.map,1.6182619460014394,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-65.map,4.349191847999464,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-99.map,1.129589408999891,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-50.map,2.6651929349973216,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-69.map,2.528614105998713,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-27.map,0.8098015450013918,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-80.map,1.9042266160031431,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-72.map,4.2636226120012,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-71.map,2.099472390000301,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-00.map,4.577024270998663,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-45.map,2.4212929240020458,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-68.map,3.9580235129978973,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-11.map,4.9689377789982245,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-32.map,2.8378455649944954,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-19.map,2.700196252000751,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-05.map,3.946677842999634,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-57.map,6.120619843000895,CurrentSolver.SSP
ILP_SSP-20x17-A6_T2-12.map,7.254796018998604,CurrentSolver.SSP
