ILP_SSP-20x30-A6_T2-30.map,5.795969213999342,367632,714876,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-02.map,11.712885258006281,548676,1067568,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-96.map,8.219059138005832,444988,861490,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-98.map,8.699376728007337,512036,998298,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-45.map,8.40094932098873,444614,863056,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-90.map,12.731261356995674,604262,1173843,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-26.map,10.968019877996994,592912,1155394,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-72.map,4.340301121992525,337360,653130,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-24.map,2.7375716859969543,259110,504049,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-17.map,11.407755075997557,491636,959040,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-15.map,8.376496027995017,438998,855935,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-14.map,6.5616003979957895,514440,1001718,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-54.map,3.606082646001596,222416,430326,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-61.map,5.865222873995663,403912,786760,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-53.map,16.268775898992317,692628,1350002,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-05.map,6.2685003240039805,232592,451464,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-81.map,8.926843553999788,459836,896040,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-00.map,15.586213433009107,581358,1130121,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-32.map,9.858902321997448,517096,1007232,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-35.map,8.144665305007948,459616,892960,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-22.map,14.254616484991857,430610,836577,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-80.map,8.797924024009262,343538,667709,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-93.map,7.237110260990448,326128,634380,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-27.map,10.80923173300107,557940,1086452,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-09.map,5.536041637999006,278858,540835,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-20.map,20.592692407008144,839842,1628100,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-62.map,8.192823346005753,325578,633380,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-34.map,13.178772794999531,638190,1241891,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-85.map,8.595358838996617,573906,1118878,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-39.map,13.538844851995236,577892,1125540,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-11.map,5.330643075998523,375408,726792,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-59.map,14.322705630998826,874086,1708461,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-60.map,11.62473326799227,591856,1148928,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-76.map,3.9771368030051235,274500,532890,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-36.map,7.730136024998501,543744,1056550,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-68.map,7.043834687006893,365496,709560,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-31.map,8.964359317993512,472888,918720,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-79.map,7.5567036169959465,471086,916953,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-52.map,6.146956976997899,363176,706482,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-83.map,5.090391326986719,263806,512907,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-49.map,3.590319727998576,265272,515768,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-48.map,7.0730844250065275,426476,830256,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-28.map,16.115782914988813,502420,976758,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-07.map,5.746798049993231,335778,653106,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-58.map,11.444514415998128,621242,1206960,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-56.map,7.145927976001985,381494,740805,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-78.map,12.803332530005719,540470,1052515,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-71.map,5.77814404599485,314692,612360,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-74.map,11.198595075999037,662794,1290073,CurrentSolver.SSP
ILP_SSP-20x30-A6_T2-10.map,8.320614530006424,518022,1005085,CurrentSolver.SSP
