ILP_SSP-20x18-A6_T2-23.map,9.497476532997098,504872,983052,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-45.map,3.283481034988654,275310,535525,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-44.map,3.888022736995481,265280,515928,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-18.map,1.920077342991135,150200,290076,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-20.map,2.819978418003302,188220,364080,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-21.map,2.453970914997626,174088,338724,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-06.map,23.3965870289976,264072,515658,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-50.map,4.2910394389909925,232710,450319,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-74.map,4.648178278992418,254360,493626,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-09.map,2.5179860409989487,212668,413292,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-67.map,2.781638638000004,205632,399570,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-10.map,2.0318953120004153,138952,269500,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-60.map,3.6044751739973435,218060,422402,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-84.map,3.162409274998936,174294,337887,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-70.map,3.2132314710033825,201206,389965,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-36.map,2.719061055002385,174970,338249,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-71.map,6.2273140080069425,258788,499438,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-82.map,3.832681145009701,271306,526421,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-46.map,4.985577792991535,272738,530176,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-91.map,3.9118421129969647,241224,468990,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-02.map,3.7970310620003147,221372,428610,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-59.map,2.8559206609934336,188560,364496,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-43.map,3.071300740004517,195084,376420,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-65.map,5.950521980004851,323804,631488,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-19.map,2.73526894900715,175486,340263,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-96.map,3.236653308995301,172498,335674,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-14.map,3.923368952993769,246986,482125,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-86.map,2.891156347002834,226914,440277,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-73.map,1.9760658519953722,120054,231980,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-22.map,6.577929432998644,347082,671785,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-90.map,4.119805220994749,238260,463320,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-35.map,10.053073898990988,227804,440230,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-48.map,6.109734020996257,259602,504365,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-33.map,3.1451475450012367,204280,397488,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-77.map,4.031036342988955,179222,348488,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-26.map,4.103330966987414,266466,518444,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-89.map,2.9574549020035192,195072,378560,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-07.map,2.916786432993831,210618,410408,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-15.map,5.22831339800905,225670,438528,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-64.map,3.3728154790005647,241216,469088,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-53.map,4.607974768994609,210964,409432,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-56.map,2.7926713999913773,169788,328790,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-72.map,3.9746127569960663,251778,489168,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-31.map,3.9852150719962083,239576,464156,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-32.map,3.30298870500701,205872,400472,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-24.map,3.8471647999976994,221400,430000,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-76.map,4.0973034470080165,268462,520320,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-87.map,2.734194643999217,178684,345904,CurrentSolver.SSP
ILP_SSP-20x18-A6_T2-52.map,6.470262253002147,329724,639552,CurrentSolver.SSP
