ILP_SSP-20x13-A6_T2-58.map,67.0674313089994,43018,82355,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-40.map,92.83742851999978,39722,76410,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-72.map,103.4293759430002,52628,101178,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-45.map,30.559155132000342,35692,68404,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-20.map,35.60453494800004,35852,68904,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-00.map,32.7084730509996,39510,75999,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-34.map,14.650277576000008,28866,54840,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-81.map,4.809161313999539,18790,35742,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-41.map,53.29264515900013,33648,64532,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-22.map,38.480458185000316,31292,59904,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-13.map,87.50240384900007,31858,60970,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-54.map,26.462597314999584,35972,69104,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-84.map,59.74697350699989,40446,77715,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-28.map,74.98892758400052,37808,72704,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-21.map,72.66561839800033,55248,106680,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-17.map,,,,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-02.map,73.47272139899997,31776,60960,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-63.map,,,,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-15.map,38.291873469000166,33724,64530,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-75.map,20.396503760000087,39660,76350,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-69.map,11.29036067800007,25822,49119,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-70.map,18.696000359999744,33330,64125,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-79.map,,,,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-09.map,74.09263213900067,41306,79328,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-77.map,65.61888423200071,39056,75030,CurrentSolver.SSP_ILP
ILP_SSP-20x13-A6_T2-46.map,15.715191879000486,33698,64740,CurrentSolver.SSP_ILP
