AGENTS-20x20-A37_T1-37.map,6.123802408999836,540960,1071800,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-23.map,5.513545896999858,436560,864800,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-97.map,3.780487856000036,369280,731400,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-36.map,7.701280969000436,605920,1200600,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-02.map,4.433398028999363,378560,749800,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-62.map,8.236907376998715,517760,1025800,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-10.map,5.873812464998991,452800,897000,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-14.map,3.5084330340014276,332160,657800,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-79.map,5.730488286000764,464400,920000,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-32.map,6.983823696999025,596640,1182200,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-21.map,7.127337793999686,550240,1090200,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-09.map,5.243579844000124,455120,901600,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-39.map,5.859665144000246,452800,897000,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-38.map,9.481519797000146,624480,1237400,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-30.map,6.272617693000939,531680,1053400,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-98.map,5.269543475000319,431920,855600,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-13.map,3.311111175999031,297360,588800,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-16.map,6.710406742999112,534000,1058000,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-33.map,7.1317506979994505,492240,975200,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-06.map,4.365569664998475,376240,745200,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-43.map,4.126106720999815,397120,786600,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-84.map,4.824236299000404,399440,791200,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-74.map,6.900849273000858,554880,1099400,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-88.map,5.51343841400012,455120,901600,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-08.map,5.1603939150008955,462080,915400,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-73.map,5.31595989500056,464400,920000,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-56.map,8.445852154000022,605920,1200600,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-76.map,7.379753914001412,564160,1117800,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-41.map,7.060033611000108,531680,1053400,0,CurrentSolver.SSP
AGENTS-20x20-A37_T1-55.map,7.010636916000294,559520,1108600,0,CurrentSolver.SSP
