MAP-99x99-A8_T1-84.map,,,,,SSP
MAP-99x99-A8_T1-49.map,,,,,SSP
MAP-99x99-A8_T1-20.map,84.89428857600433,29577440,52216641,0,SSP
MAP-99x99-A8_T1-12.map,,,,,SSP
MAP-99x99-A8_T1-28.map,,,,,SSP
MAP-99x99-A8_T1-63.map,,,,,SSP
MAP-99x99-A8_T1-69.map,44.15007870699628,18012746,32929705,0,SSP
MAP-99x99-A8_T1-37.map,,,,,SSP
MAP-99x99-A8_T1-76.map,,,,,SSP
MAP-99x99-A8_T1-71.map,,,,,SSP
MAP-99x99-A8_T1-45.map,52.720350185001735,20379712,38232729,0,SSP
MAP-99x99-A8_T1-85.map,,,,,SSP
MAP-99x99-A8_T1-98.map,,,,,SSP
MAP-99x99-A8_T1-40.map,,,,,SSP
MAP-99x99-A8_T1-87.map,,,,,SSP
MAP-99x99-A8_T1-22.map,,,,,SSP
MAP-99x99-A8_T1-53.map,62.931214790995,16360584,28207037,0,SSP
MAP-99x99-A8_T1-91.map,101.87653604699881,21032050,41072050,0,SSP
MAP-99x99-A8_T1-13.map,107.62773319799453,10096978,19756222,0,SSP
MAP-99x99-A8_T1-56.map,,,,,SSP
MAP-99x99-A8_T1-52.map,116.59744494702318,9350038,18223456,0,SSP
MAP-99x99-A8_T1-78.map,,,,,SSP
MAP-99x99-A8_T1-82.map,102.80364811900654,8977291,17542980,0,SSP
MAP-99x99-A8_T1-54.map,,,,,SSP
MAP-99x99-A8_T1-46.map,,,,,SSP
MAP-99x99-A8_T1-88.map,,,,,SSP
MAP-99x99-A8_T1-90.map,,,,,SSP
MAP-99x99-A8_T1-00.map,95.77226265400532,33901290,64654065,0,SSP
MAP-99x99-A8_T1-64.map,,,,,SSP
MAP-99x99-A8_T1-73.map,,,,,SSP
MAP-99x99-A8_T1-04.map,,,,,SSP
MAP-99x99-A8_T1-15.map,,,,,SSP
MAP-99x99-A8_T1-27.map,95.6309982779785,12574236,24538810,0,SSP
MAP-99x99-A8_T1-36.map,93.74065682999208,33394727,63544645,0,SSP
MAP-99x99-A8_T1-66.map,,,,,SSP
MAP-99x99-A8_T1-68.map,108.11632715098676,7866822,15368112,0,SSP
MAP-99x99-A8_T1-57.map,,,,,SSP
